,transcription,emotions,audio,label
2774,"It's- It's dangerous anywhere, honey. I mean this is -this- I'm just going to go and we'll get it over with,","{'Frustration': 0.75, 'Sadness': 0.25}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M003.wav,Frustration
2778,"You gotta take care of our baby for me, alright?","{'Frustration': 0.25, 'Sadness': 0.5, 'Neutral': 0.25}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M007.wav,Sadness
2779,"I hope so, because I'm not going to be able to survive without all that. I don't know what I'm going to do.","{'Frustration': 0.3333333333333333, 'Sadness': 0.6666666666666666}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M008.wav,Sadness
2780,I've never been - I've never been away from you for two weeks let alone a year.,"{'Frustration': 0.3333333333333333, 'Sadness': 0.6666666666666666}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M009.wav,Sadness
2784,there's people that thought it was the right thing to do so now we have to- we have to do what we have to do for our country,"{'Frustration': 0.25, 'Sadness': 0.5, 'Neutral': 0.25}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M013.wav,Sadness
2785,"and it'll work out you know, go there and do that. Yeah, I'll be back","{'Neutral': 0.6666666666666666, 'Sadness': 0.3333333333333333}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M014.wav,Neutral
2788,"Our baby has a dad, alright. Daddy is going to be back soon.","{'Frustration': 0.3333333333333333, 'Sadness': 0.6666666666666666}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M017.wav,Sadness
2789,"I want you to, you know, take lots of video; pictures and I can see you when I get back or while I'm there. I'm going to miss you.","{'Frustration': 0.3333333333333333, 'Sadness': 0.6666666666666666}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_M018.wav,Sadness
2790,What? What? You look really happy what's going on?,"{'Excited': 0.75, 'Surprise': 0.25}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F000.wav,Happiness
2791,Finally did what?,"{'Excited': 0.6666666666666666, 'Surprise': 0.3333333333333333}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F001.wav,Happiness
2793,"Oh, my Gosh. Well, and did","{'Excited': 0.5, 'Surprise': 0.5}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F003.wav,Happiness
2794,Did she say yes?,"{'Excited': 0.75, 'Surprise': 0.25}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F004.wav,Happiness
2795,That's like the most definitive.,"{'Excited': 0.75, 'Happiness': 0.25}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F005.wav,Happiness
2797,I would have thought you would have told me that you were planning on doing this.,"{'Excited': 0.5, 'Surprise': 0.25, 'Happiness': 0.25}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F007.wav,Happiness
2798,"Yea, I guess so. Oh, my Gosh. Was she surprised?","{'Excited': 0.8, 'Surprise': 0.2}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F008.wav,Happiness
2801,"Oh, You did not.","{'Excited': 0.5, 'Surprise': 0.5}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F011.wav,Happiness
2802,"Oh, my Gosh. that's so cute",{'Excited': 1.0},IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F012.wav,Happiness
2803,"That's so romantic. Oh, my Gosh. She must have died. That's like one of those things you write into a magazine about like my boyfriend did this. Oh my God.",{'Excited': 1.0},IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F013.wav,Happiness
2804,She must have flipped out.,"{'Excited': 0.5, 'Surprise': 0.25, 'Happiness': 0.25}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F014.wav,Happiness
2805,Right exactly because you can't say no in front of thousands of people. [LAUGHTER],"{'Excited': 0.5, 'Happiness': 0.5}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F015.wav,Happiness
2806,Did you bring her up on stage too?,"{'Excited': 0.6666666666666666, 'Happiness': 0.3333333333333333}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F016.wav,Happiness
2807,"Oh, my Gosh, that's so cute.","{'Excited': 0.6, 'Surprise': 0.2, 'Happiness': 0.2}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F017.wav,Happiness
2808,Are your parents excited or...?,"{'Excited': 0.6666666666666666, 'Happiness': 0.3333333333333333}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F018.wav,Happiness
2810,"Ooh, that would be fun.","{'Excited': 0.75, 'Happiness': 0.25}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F020.wav,Happiness
2813,"Oh my Gosh. I cannot believe you're getting married, that is so cool.","{'Excited': 0.6, 'Surprise': 0.4}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F023.wav,Happiness
2814,"Golly, it just makes me all like romantic inside, like I really want that to happen to me. [LAUGHTER]","{'Excited': 0.5, 'Surprise': 0.25, 'Happiness': 0.25}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F024.wav,Happiness
2818,"Yay, well congratulations, that's so cool. [BREATHING] I can't wait.","{'Excited': 0.8, 'Happiness': 0.2}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F028.wav,Happiness
2819,"Oh, you're never going to believe it.","{'Excited': 0.75, 'Happiness': 0.25}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M000.wav,Happiness
2820,"Well, I finally did it","{'Excited': 0.75, 'Happiness': 0.25}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M001.wav,Happiness
2824,"Yes, she said yes. [LAUGHTER] I know","{'Excited': 0.75, 'Happiness': 0.25}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M005.wav,Happiness
2827,"Yes, yes. You know, she - she was like - I mean, she was happy, you know","{'Excited': 0.6666666666666666, 'Happiness': 0.3333333333333333}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M008.wav,Happiness
2828,"I - I think it was about time, I don't know, maybe. You know what, it's been it's been long enough now.","{'Excited': 0.6666666666666666, 'Happiness': 0.3333333333333333}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M009.wav,Happiness
2829,"Oh, well, it was -- you know, we were at this- at this concert and yeah","{'Excited': 0.3333333333333333, 'Happiness': 0.6666666666666666}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M010.wav,Happiness
2830,so I-I talked to some of the crew before hand and-,"{'Excited': 0.3333333333333333, 'Happiness': 0.6666666666666666}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M011.wav,Happiness
2831,I-I did.,"{'Excited': 0.3333333333333333, 'Happiness': 0.6666666666666666}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M012.wav,Happiness
2833,"I know, so","{'Excited': 0.3333333333333333, 'Happiness': 0.6666666666666666}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M014.wav,Happiness
2834,I got to freak her out.,"{'Excited': 0.3333333333333333, 'Happiness': 0.6666666666666666}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M015.wav,Happiness
2835,"No, yes -- so","{'Excited': 0.6666666666666666, 'Happiness': 0.3333333333333333}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M016.wav,Happiness
2836,"Yea, that way she was guaranteed that she could not say no.","{'Excited': 0.3333333333333333, 'Happiness': 0.6666666666666666}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M017.wav,Happiness
2837,"No, but it was good.","{'Excited': 0.6666666666666666, 'Happiness': 0.3333333333333333}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M018.wav,Happiness
2838,"Yes, yes. [LAUGHTER]","{'Excited': 0.6666666666666666, 'Happiness': 0.3333333333333333}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M019.wav,Happiness
2839,"I know it was, I don't know I was really nervous but I'm really - I'm really glad.","{'Excited': 0.6666666666666666, 'Happiness': 0.3333333333333333}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M020.wav,Happiness
2840,"Oh yes, they - they you know they love her and so I mean...","{'Excited': 0.3333333333333333, 'Happiness': 0.6666666666666666}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M021.wav,Happiness
2843,"Yea, yea, I'm not too sure where yet I guess you know, I kind of got to figure some stuff out here first","{'Excited': 0.6666666666666666, 'Neutral': 0.3333333333333333}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M024.wav,Happiness
2845,I know.,"{'Excited': 0.6666666666666666, 'Neutral': 0.3333333333333333}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M026.wav,Happiness
2846,"Oh, it will, obviously you know. But I know it's something - I don't know, you never really think about it happening, like before hand.","{'Excited': 0.3333333333333333, 'Happiness': 0.6666666666666666}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M027.wav,Happiness
2847,"Sure. Oh, yes.","{'Excited': 0.3333333333333333, 'Happiness': 0.6666666666666666}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M028.wav,Happiness
2849,"Yes, well, Thanks, thanks. Thank you. yeah","{'Excited': 0.6666666666666666, 'Happiness': 0.3333333333333333}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M030.wav,Happiness
2850,Hah.,"{'Excited': 0.3333333333333333, 'Happiness': 0.6666666666666666}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M031.wav,Happiness
2851,So how you feeling?,"{'Excited': 0.3333333333333333, 'Neutral': 0.6666666666666666}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F000.wav,Neutral
2852,"You've been doing a lot of work for it, right?","{'Excited': 0.3333333333333333, 'Neutral': 0.6666666666666666}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F001.wav,Neutral
2853,"Right, so the fact you doing the best that you can is -","{'Excited': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F002.wav,Neutral
2854,"you know you shouldn't give yourself a hard time for that, it's the best you can.","{'Excited': 0.3333333333333333, 'Neutral': 0.6666666666666666}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F003.wav,Neutral
2855,"Well, but you care about what you do, right?","{'Excited': 0.3333333333333333, 'Neutral': 0.6666666666666666}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F004.wav,Neutral
2856,"I understand that it's so frustrating but I know that you're here because you really want it you know and, and uh","{'Excited': 0.25, 'Neutral': 0.5, 'Sadness': 0.25}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F005.wav,Neutral
2857,"Well, I mean you're still here you've tried for this long so I think that says something all in itself.","{'Excited': 0.3333333333333333, 'Neutral': 0.6666666666666666}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F006.wav,Neutral
2858,You are persistence. I mean that's important. that's,"{'Excited': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F007.wav,Neutral
2859,"Well, you're talented so keep that in mind, you know, you shouldn't give yourself too hard of a time.","{'Excited': 0.3333333333333333, 'Neutral': 0.6666666666666666}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F008.wav,Neutral
2860,I'm sorry.,"{'Frustration': 0.25, 'Sadness': 0.75}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F009.wav,Sadness
2861,"That's- I mean. There are more factors then just whether you're good or not, you know what I mean like","{'Excited': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F010.wav,Neutral
2862,"and the fact that you know there is always different types of things and what kind of people they want in the office and whether it's male or female or you know what I mean, like things are out of your control.","{'Excited': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F011.wav,Neutral
2863,So you should take that in consideration rather than giving yourself such a hard time.,"{'Excited': 0.3333333333333333, 'Neutral': 0.6666666666666666}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F012.wav,Neutral
2865,"You know and the fact you still here and still cooking, like it's good that you're thinking about it, that you're reconsidering.","{'Excited': 0.3333333333333333, 'Neutral': 0.6666666666666666}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F014.wav,Neutral
2866,"But like, just because you're considering why it's been so difficult doesn't mean you should just stop.","{'Excited': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F015.wav,Neutral
2867,"Maybe you should take a little break from it, but I don't think you should stop.","{'Frustration': 0.5, 'Neutral': 0.5}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_F016.wav,Neutral
2869,"Uhm, I don't know",{'Frustration': 1.0},IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M000.wav,Frustration
2870,I don't know what I'm going to do about this; I mean,"{'Frustration': 0.6666666666666666, 'Sadness': 0.3333333333333333}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M001.wav,Frustration
2871,"I have got to get a job, you know? Like-",{'Frustration': 1.0},IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M002.wav,Frustration
2872,"Well, yea you know, I get my resumes and I mean I-",{'Frustration': 1.0},IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M003.wav,Frustration
2873,"I go out all the places I can, every place that'll give an interview you know.","{'Frustration': 0.6666666666666666, 'Anger': 0.3333333333333333}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M004.wav,Frustration
2874,"But it's been so long, like what - what am I - what am I waiting -- I should probably just do something else, or",{'Frustration': 1.0},IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M005.wav,Frustration
2875,"I don't know, I mean why - why","{'Frustration': 0.6666666666666666, 'Anger': 0.3333333333333333}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M006.wav,Frustration
2876,"Yea, but it's - it's almost like it's not worth it you know, if I'm going to waste to have my life like trying to get a job, I mean once I actually do get the job it's like oh, retirement or something. I don't know, you know.",{'Frustration': 1.0},IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M007.wav,Frustration
2878,"I don't even know if it's going to be worth it because I can't break myself in, you know like I can't - can't even get a foot in the door you know.",{'Frustration': 1.0},IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M009.wav,Frustration
2879,"Yea, it says I'm stupid enough to be trying this long and not move on somewhere else.","{'Frustration': 0.6666666666666666, 'Sadness': 0.3333333333333333}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M010.wav,Frustration
2880,"I mean, I can't- I can't be persistent forever, you know, you can't not have a job forever, you know, I've got- I've got to do something, I've got to make money and get food on the table.",{'Frustration': 1.0},IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M011.wav,Frustration
2881,"I mean, maybe I'm not, you know. I don't have a job. Maybe - maybe I'm not as good as-as I thought I was and","{'Frustration': 0.6666666666666666, 'Sadness': 0.3333333333333333}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M012.wav,Frustration
2882,I just got a whole skewed opinion on just how this is supposed to work out and,{'Frustration': 1.0},IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M013.wav,Frustration
2883,"I don't know, it's just not, I don't know - I don't know what to do really, you know, I'm just thinking","{'Sadness': 0.6666666666666666, 'Frustration': 0.3333333333333333}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M014.wav,Sadness
2884,"maybe - maybe take up painting, I don't know, you know.","{'Frustration': 0.6666666666666666, 'Sadness': 0.3333333333333333}",IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M015.wav,Frustration
2885,"Do something that I don't have to go out and do something, stay at home, I don't know.",{'Frustration': 1.0},IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M016.wav,Frustration
2886,Seems like the only option at this point because obviously the outer world has just rejected me of all possible employment.,{'Frustration': 1.0},IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M017.wav,Frustration
